Category,Item
Breakfast,Egg McMuffin
Breakfast,Egg White Delight
Breakfast,Sausage McMuffin
Breakfast,Sausage McMuffin with Egg
Breakfast,Sausage McMuffin with Egg Whites
Breakfast,Steak & Egg McMuffin
Breakfast,Bacon
Beverages,Minute Maid Orange Juice, Large
Beverages,Dasani Water Bottle
Coffee & Tea,Iced Tea, Small
Coffee & Tea,Iced Tea, Medium
Coffee & Tea,Iced Tea, Large
Coffee & Tea,Iced Tea, Kids
Coffee & Tea,Iced Coffee, Small
Coffee & Tea,Iced Coffee, Medium
Coffee & Tea,Iced Coffee, Large
Coffee & Tea,Iced Coffee, Kids
Coffee & Tea,Sweet Tea, Small
Coffee & Tea,Sweet Tea, Medium
Coffee & Tea,Sweet Tea, Large
Coffee & Tea,Sweet Tea, Kids
Coffee & Tea,Coffee, Small
Coffee & Tea,Coffee, Medium 
Coffee & Tea,Coffee, Large
Coffee & Tea,Latte, Small
Coffee & Tea,Latte, Medium
Coffee & Tea,Latte, Large
Coffee & Tea,Caramel Latte, Small
Coffee & Tea,Caramel Latte, Medium
Coffee & Tea,Caramel Latte, Large
Coffee & Tea,Hazelnut Latte, Small
Coffee & Tea,Hazelnut Latte, Medium
Coffee & Tea,Hazelnut Latte, Large
Coffee & Tea,French Vanilla Latte, Small
Coffee & Tea,French Vanilla Latte, Medium
Coffee & Tea,French Vanilla Latte, Large
Coffee & Tea,Latte, Small
Coffee & Tea,Latte, Medium
Coffee & Tea,Latte, Large
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup, Small
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup, Medium
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup, Large
Coffee & Tea,Nonfat Latte, Small
Coffee & Tea,Nonfat Latte, Medium
Coffee & Tea,Nonfat Latte, Large
Coffee & Tea,Nonfat Caramel Latte, Small
Coffee & Tea,Nonfat Caramel Latte, Medium
Coffee & Tea,Nonfat Caramel Latte, Large
Coffee & Tea,Nonfat Hazelnut Latte, Small
Coffee & Tea,Nonfat Hazelnut Latte, Medium
Coffee & Tea,Nonfat Hazelnut Latte, Large
Coffee & Tea,Nonfat French Vanilla Latte, Small
Coffee & Tea,Nonfat French Vanilla Latte, Medium
Coffee & Tea,Nonfat French Vanilla Latte, Large
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup, Small
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup, Medium
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup, Large
Coffee & Tea,Mocha, Small
Coffee & Tea,Mocha, Medium
Coffee & Tea,Mocha, Large
Coffee & Tea,Mocha with Nonfat Milk, Small
Coffee & Tea,Mocha with Nonfat Milk, Medium
Coffee & Tea,Mocha with Nonfat Milk, Large
Coffee & Tea,Caramel Mocha, Small
Coffee & Tea,Caramel Mocha, Medium
Coffee & Tea,Caramel Mocha, Large
Coffee & Tea,Nonfat Caramel Mocha, Small
Coffee & Tea,Nonfat Caramel Mocha, Medium
Coffee & Tea,Nonfat Caramel Mocha, Large
Coffee & Tea,Hot Chocolate, Small
Coffee & Tea,Hot Chocolate, Medium
Coffee & Tea,Hot Chocolate, Large
Coffee & Tea,Hot Chocolate with Nonfat Milk, Small
Coffee & Tea,Hot Chocolate with Nonfat Milk, Medium
Coffee & Tea,Hot Chocolate with Nonfat Milk, Large
Coffee & Tea,Regular Iced Coffee, Small
Coffee & Tea,Regular Iced Coffee, Medium
Coffee & Tea,Regular Iced Coffee, Large
Coffee & Tea,Caramel Iced Coffee, Small
Coffee & Tea,Caramel Iced Coffee, Medium
Coffee & Tea,Caramel Iced Coffee, Large
Coffee & Tea,Hazelnut Iced Coffee, Small
Coffee & Tea,Hazelnut Iced Coffee, Medium
Coffee & Tea,Hazelnut Iced Coffee, Large
Coffee & Tea,French Vanilla Iced Coffee, Small
Coffee & Tea,French Vanilla Iced Coffee, Medium
Coffee & Tea,French Vanilla Iced Coffee, Large
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup, Small
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup, Medium
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup, Large
Coffee & Tea,Iced Mocha, Small
Coffee & Tea,Iced Mocha, Medium
Coffee & Tea,Iced Mocha, Large
Coffee & Tea,Iced Mocha with Nonfat Milk, Small
Coffee & Tea,Iced Mocha with Nonfat Milk, Medium
Coffee & Tea,Iced Mocha with Nonfat Milk, Large

Coffee & Tea,Iced Caramel Mocha, Small
Coffee & Tea,Iced Caramel Mocha, Medium
Coffee & Tea,Iced Caramel Mocha, Large
Coffee & Tea,Iced Nonfat Caramel Mocha, Small
Coffee & Tea,Iced Nonfat Caramel Mocha, Medium
Coffee & Tea,Iced Nonfat Caramel Mocha, Large
Coffee & Tea,Frappe Mocha, Small
Coffee & Tea,Frappe Mocha, Medium
Coffee & Tea,Frappe Mocha, Large
Coffee & Tea,Frappe Caramel, Small
Coffee & Tea,Frappe Caramel, Medium
Coffee & Tea,Frappe Caramel, Large
Coffee & Tea,Frappe Chocolate Chip, Small
Coffee & Tea,Frappe Chocolate Chip, Medium
Coffee & Tea,Frappe Chocolate Chip, Large
Smoothies & Shakes,Blueberry Pomegranate Smoothie, Small
Smoothies & Shakes,Blueberry Pomegranate Smoothie, Medium
Smoothies & Shakes,Blueberry Pomegranate Smoothie, Large
Smoothies & Shakes,Strawberry Banana Smoothie, Small
Smoothies & Shakes,Strawberry Banana Smoothie, Medium
Smoothies & Shakes,Strawberry Banana Smoothie, Large
Smoothies & Shakes,Mango Pineapple Smoothie, Small
Smoothies & Shakes,Mango Pineapple Smoothie, Medium
Smoothies & Shakes,Mango Pineapple Smoothie, Large
Smoothies & Shakes,Vanilla Shake, Small
Smoothies & Shakes,Vanilla Shake, Medium
Smoothies & Shakes,Vanilla Shake, Large
Smoothies & Shakes,Strawberry Shake, Small
Smoothies & Shakes,Strawberry Shake, Medium
Smoothies & Shakes,Strawberry Shake, Large
Smoothies & Shakes,Chocolate Shake, Small
Smoothies & Shakes,Chocolate Shake, Medium
Smoothies & Shakes,Chocolate Shake, Large
Smoothies & Shakes,Shamrock Shake, Small
Smoothies & Shakes,Shamrock Shake, Medium
Smoothies & Shakes,Shamrock Shake, Large
Smoothies & Shakes,McFlurry with M&Ms Candies, Small
Smoothies & Shakes,McFlurry with M&Ms Candies, Medium
Smoothies & Shakes,McFlurry with M&Ms Candies, Snack
Smoothies & Shakes,McFlurry with Oreo Cookies, Small
Smoothies & Shakes,McFlurry with Oreo Cookies, Medium
Smoothies & Shakes,McFlurry with Oreo Cookies, Snack
Smoothies & Shakes,McFlurry with Reeses Peanut Butter Cups, Medium
Smoothies & Shakes,McFlurry with Reeses Peanut Butter Cups, Small
Smoothies & Shakes,McFlurry with Reeses Peanut Butter Cups, Snack

